Lambda: 5.0	Ts: 0.0020	Simulation Time: 100.0

IAT   	Ts     	Arr   	Dep   	Tq     	Tw     	q 	w 	n 
0.1629	6.0E-4	56.3857	56.3863	6.0E-4	0.0	0.0030	0.0	1
0.1617	0.0029	56.5486	56.5516	0.0029	0.0	0.0146	0.0	1
0.1222	0.0088	56.7104	56.7192	0.0088	0.0	0.0441	0.0	1
0.1179	4.0E-4	56.8326	56.8331	4.0E-4	0.0	0.0024	0.0	1
0.1705	0.0010	56.9506	56.9516	0.0010	0.0	0.0051	0.0	1
0.071	0.0018	57.1212	57.123	0.0018	0.0	0.0093	0.0	1
0.0582	0.0014	57.1922	57.1937	0.0014	0.0	0.0073	0.0	1
0.5922	8.0E-4	57.2504	57.2512	8.0E-4	0.0	0.0041	0.0	1
0.598	0.0063	57.8427	57.849	0.0063	0.0	0.0319	0.0	1
0.1817	9.0E-4	58.4407	58.4417	9.0E-4	0.0	0.0049	0.0	1
0.281	0.0010	58.6225	58.6236	0.0010	0.0	0.0054	0.0	1
0.0646	0.0016	58.9035	58.9052	0.0016	0.0	0.0084	0.0	1
0.1073	3.0E-4	58.9682	58.9685	3.0E-4	0.0	0.0017	0.0	1
0.06	0.0031	59.0755	59.0787	0.0031	0.0	0.0158	0.0	1
0.0547	0.0012	59.1355	59.1368	0.0012	0.0	0.0062	0.0	1
0.337	0.0	59.1903	59.1904	0.0	0.0	2.0E-4	0.0	1
0.2657	0.0017	59.5274	59.5291	0.0017	0.0	0.0086	0.0	1
0.2732	2.0E-4	59.7931	59.7934	2.0E-4	0.0	0.0014	0.0	1
0.2748	1.0E-4	60.0664	60.0665	1.0E-4	0.0	9.0E-4	0.0	1
0.0282	0.0028	60.3412	60.3441	0.0028	0.0	0.0143	0.0	1
0.0331	0.0015	60.3694	60.3709	0.0015	0.0	0.0076	0.0	1
0.1774	3.0E-4	60.4025	60.4029	3.0E-4	0.0	0.0018	0.0	1
0.4323	0.0049	60.58	60.5849	0.0049	0.0	0.0247	0.0	1
0.0232	1.0E-4	61.0123	61.0124	1.0E-4	0.0	7.0E-4	0.0	1
0.0352	0.0023	61.0355	61.0378	0.0023	0.0	0.0116	0.0	1
0.0699	0.0081	61.0707	61.0789	0.0081	0.0	0.0407	0.0	1
0.0802	5.0E-4	61.1407	61.1412	5.0E-4	0.0	0.0025	0.0	1
0.0788	0.0014	61.2209	61.2223	0.0014	0.0	0.0071	0.0	1
0.2121	0.0057	61.2998	61.3055	0.0057	0.0	0.0285	0.0	1
0.1723	4.0E-4	61.5119	61.5124	4.0E-4	0.0	0.0023	0.0	1
0.2413	0.0034	61.6843	61.6878	0.0034	0.0	0.0174	0.0	1
0.0363	0.0025	61.9256	61.9282	0.0025	0.0	0.0129	0.0	1
0.2739	0.0035	61.9619	61.9655	0.0035	0.0	0.0175	0.0	1
0.0068	6.0E-4	62.2359	62.2366	6.0E-4	0.0	0.0032	0.0	1
0.2566	8.0E-4	62.2428	62.2436	8.0E-4	0.0	0.0040	0.0	1
0.1069	7.0E-4	62.4994	62.5001	7.0E-4	0.0	0.0037	0.0	1
