0.027	0.0027	2.888	2.9563	0.0683	0.0655	6	6	4
0.027	0.0097	2.8982	2.966	0.0678	0.0581	6	5	3
0.0255	0.0038	2.9221	2.9699	0.0477	0.0438	4	4	3
0.0255	0.0017	2.94	2.9716	0.0316	0.0298	3	2	2
0.0255	0.0134	2.967	2.9851	0.018	0.0045	1	0	1
0.0030	0.0029	2.9926	2.9955	0.0029	0.0	0	0	1
0.0068	0.0029	2.9956	2.9986	0.0029	0.0	0	0	2
0.0068	0.0054	2.9978	3.004	0.0062	8.0E-4	0	0	1
0.0085	0.0084	3.0046	3.0131	0.0084	0.0	0	0	1
0.0018	0.0504	3.0131	3.0636	0.0504	0.0	5	0	5
0.0134	0.0044	3.0426	3.0681	0.0254	0.0209	2	2	5
0.0134	8.0E-4	3.0525	3.069	0.0164	0.0155	1	1	4
0.0134	0.0044	3.0537	3.0734	0.0197	0.0152	1	1	3
0.0287	0.0136	3.063	3.0871	0.024	0.0104	2	1	5
0.0287	0.0128	3.0649	3.0999	0.035	0.0221	3	2	4
0.0287	0.0067	3.0783	3.1067	0.0283	0.0216	2	2	3
0.0287	5.0E-4	3.0784	3.1073	0.0288	0.0282	2	2	2
0.0046	0.0026	3.0792	3.1099	0.0307	0.028	3	2	2
0.0243	0.011	3.1079	3.121	0.013	0.0019	1	0	2
0.0069	0.0277	3.1126	3.1487	0.036	0.0083	3	0	3
0.0040	0.0062	3.137	3.155	0.0179	0.0116	1	1	3
0.0119	0.0029	3.1467	3.158	0.0113	0.0083	1	0	3
0.0119	0.0028	3.1536	3.1608	0.0071	0.0043	0	0	2
0.0119	5.0E-4	3.1576	3.1613	0.0036	0.0031	0	0	1
0.0108	0.0029	3.1696	3.1725	0.0029	0.0	0	0	1
0.0283	0.0292	3.1804	3.2096	0.0292	0.0	2	0	2
0.0283	0.0068	3.191	3.2165	0.0254	0.0185	2	1	1
0.0134	0.0073	3.2194	3.2267	0.0073	0.0	0	0	1
0.0214	0.0077	3.2328	3.2406	0.0077	0.0	0	0	2
0.0214	0.0089	3.2341	3.2496	0.0154	0.0065	1	0	1
0.0079	0.0093	3.2556	3.2649	0.0093	0.0	0	0	2
0.0119	0.0035	3.2604	3.2684	0.0080	0.0045	0	0	2
0.0119	0.0018	3.2683	3.2702	0.0018	0.0	0	0	1
0.0303	0.0059	3.2803	3.2863	0.0059	0.0	0	0	1
0.0493	0.0198	3.3107	3.3306	0.0198	0.0	1	0	2
0.0493	3.0E-4	3.3143	3.3309	0.0165	0.0162	1	1	1
0.0018	0.0016	3.3637	3.3653	0.0016	0.0	0	0	1
0.0189	0.0010	3.3655	3.3665	0.0010	0.0	0	0	1
0.0052	6.0E-4	3.3844	3.3851	6.0E-4	0.0	0	0	1
0.0111	0.0166	3.3897	3.4063	0.0166	0.0	1	0	2
0.0145	0.0091	3.4041	3.4155	0.0113	0.0022	1	0	2
0.0145	0.0055	3.4153	3.421	0.0056	1.0E-4	0	0	1
0.0237	0.0158	3.4298	3.4457	0.0158	0.0	1	0	2
0.0237	0.0023	3.4308	3.448	0.0172	0.0148	1	1	1
0.0205	0.0119	3.4545	3.4665	0.0119	0.0	1	0	1
0.0054	0.0102	3.4751	3.4854	0.0102	0.0	1	0	3
0.0054	0.0021	3.4761	3.4875	0.0114	0.0093	1	0	2
0.0192	0.0095	3.4839	3.4971	0.0132	0.0036	1	0	2
0.0192	0.0042	3.4893	3.5013	0.012	0.0077	1	0	1
0.0173	0.0177	3.5086	3.5264	0.0177	0.0	1	0	5
0.0173	0.0068	3.5096	3.5333	0.0236	0.0167	2	1	4
0.0173	0.0024	3.5227	3.5357	0.0129	0.0105	1	1	3
0.0173	0.0040	3.5227	3.5397	0.0169	0.0129	1	1	2
0.0081	0.0093	3.5252	3.5491	0.0238	0.0144	2	1	3
0.0113	0.027	3.5426	3.5761	0.0335	0.0064	3	0	6
0.0113	0.0013	3.5455	3.5775	0.032	0.0306	3	3	5
0.0113	0.0026	3.5536	3.5801	0.0265	0.0238	2	2	4
0.0113	7.0E-4	3.56	3.5809	0.0209	0.0201	2	2	3
0.0238	0.0175	3.5677	3.5985	0.0308	0.0132	3	1	4
0.0238	0.0125	3.5724	3.6111	0.0386	0.0261	3	2	3
0.0060	0.0237	3.5838	3.6349	0.051	0.0273	5	2	7
0.0219	0.0122	3.5918	3.6471	0.0552	0.043	5	4	7
0.0123	0.0168	3.6157	3.664	0.0482	0.0314	4	3	7
0.0032	0.0136	3.6232	3.6776	0.0544	0.0407	5	4	8
0.0025	0.0017	3.6241	3.6794	0.0552	0.0535	5	5	8
0.0025	0.0010	3.6289	3.6804	0.0515	0.0504	5	5	7
0.0565	0.0132	3.6323	3.6937	0.0614	0.0481	6	4	8
0.0565	0.0194	3.6384	3.7132	0.0747	0.0553	7	5	7
0.0565	0.0119	3.6604	3.7252	0.0647	0.0528	6	5	6
0.0565	0.0055	3.6727	3.7307	0.0579	0.0524	5	5	5
0.0565	0.0025	3.6761	3.7333	0.0572	0.0546	5	5	4
0.0565	0.0046	3.6794	3.7379	0.0585	0.0539	5	5	3
0.0565	3.0E-4	3.6819	3.7382	0.0563	0.0559	5	5	2
0.0128	0.0103	3.6868	3.7486	0.0617	0.0513	6	5	3
0.0048	0.0157	3.7433	3.7644	0.021	0.0052	2	0	5
0.0714	0.0096	3.7452	3.7741	0.0288	0.0191	2	1	5
0.0714	0.0059	3.7581	3.78	0.0219	0.0159	2	1	4
0.0714	0.0030	3.7591	3.783	0.0239	0.0209	2	2	3
0.0714	0.0246	3.7598	3.8076	0.0478	0.0232	4	2	2
0.0714	0.0112	3.7646	3.8189	0.0542	0.043	5	4	1
0.0012	0.0133	3.8361	3.8494	0.0133	0.0	1	0	4
0.0049	0.031	3.8406	3.8805	0.0398	0.0088	3	0	7
0.0049	0.0010	3.8435	3.8815	0.038	0.0369	3	3	6
0.0045	0.0214	3.8483	3.9029	0.0546	0.0332	5	3	10
0.0045	2.0E-4	3.8495	3.9032	0.0537	0.0534	5	5	9
0.0092	0.0047	3.8498	3.9079	0.0581	0.0534	5	5	9
0.0108	0.0086	3.8554	3.9166	0.0612	0.0525	6	5	9
0.0108	0.0058	3.8767	3.9225	0.0457	0.0399	4	3	8
